Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q5EBQ8	Q5EBQ8_MOUSE	unreviewed	Hectd1 protein (Fragment)	Hectd1	Mus musculus (Mouse)	119
E9PYU8	E9PYU8_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Smurf1	Mus musculus (Mouse)	757
Q8BQD5	Q8BQD5_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Hecw2 Nedl2	Mus musculus (Mouse)	40
I7ENE7	I7ENE7_MOUSE	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12) (Fragment)	Uchl1	Mus musculus (Mouse)	147
D6RHQ6	D6RHQ6_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp16	Mus musculus (Mouse)	334
A0A087WPV1	A0A087WPV1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 T (Fragment)	Ube2t	Mus musculus (Mouse)	74
F6WMC0	F6WMC0_MOUSE	unreviewed	NEDD8-conjugating enzyme Ubc12 (Fragment)	Ube2m	Mus musculus (Mouse)	172
Q3TT00	Q3TT00_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp3	Mus musculus (Mouse)	482
Q3U3Y1	Q3U3Y1_MOUSE	unreviewed	Uncharacterized protein	Arel1 1110018G07Rik	Mus musculus (Mouse)	823
A0A1W2P7U9	A0A1W2P7U9_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 R1 (Fragment)	Cdc34	Mus musculus (Mouse)	162
C6EQH2	C6EQH2_MOUSE	unreviewed	ASL1/Herc2 fusion protein		Mus musculus (Mouse)	4746
Q3TVL4	Q3TVL4_MOUSE	unreviewed	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27)	Mdm2	Mus musculus (Mouse)	489
Q9D7F5	Q9D7F5_MOUSE	unreviewed	Uncharacterized protein	Ube2d3	Mus musculus (Mouse)	147
E9Q7C2	E9Q7C2_MOUSE	unreviewed	G2/M phase-specific E3 ubiquitin-protein ligase	G2e3	Mus musculus (Mouse)	739
A0A2I3BQ39	A0A2I3BQ39_MOUSE	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12) (Fragment)	Uchl3	Mus musculus (Mouse)	265
A0A0J9YVG1	A0A0J9YVG1_MOUSE	unreviewed	Ubiquitin-protein ligase E3A (Fragment)	Ube3a	Mus musculus (Mouse)	143
Q3V3H6	Q3V3H6_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12) (Fragment)	Usp22	Mus musculus (Mouse)	248
Q3TCH2	Q3TCH2_MOUSE	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12) (Fragment)	Uchl1	Mus musculus (Mouse)	225
Q4FCQ6	Q4FCQ6_MOUSE	unreviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1 Ate1-4	Mus musculus (Mouse)	509
Q3TIH9	Q3TIH9_MOUSE	unreviewed	Uncharacterized protein	Ube2l3	Mus musculus (Mouse)	154
Q4VBD0	Q4VBD0_MOUSE	unreviewed	Herc1 protein (Fragment)	Herc1	Mus musculus (Mouse)	108
C4IXT3	C4IXT3_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12) (Fragment)	Usp27x	Mus musculus (Mouse)	733
A0A087WRV6	A0A087WRV6_MOUSE	unreviewed	E3 ubiquitin-protein ligase TRIP12 (Fragment)	Trip12	Mus musculus (Mouse)	830
Q05CE4	Q05CE4_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Wwp1	Mus musculus (Mouse)	787
H3BL23	H3BL23_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 E2 (Fragment)	Ube2e2	Mus musculus (Mouse)	146
H3BL69	H3BL69_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 E2 (Fragment)	Ube2e2	Mus musculus (Mouse)	167
Q569X0	Q569X0_MOUSE	unreviewed	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27)	Mdm2	Mus musculus (Mouse)	487
J3QNU1	J3QNU1_MOUSE	unreviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	509
A2AFQ0	A2AFQ0_MOUSE	unreviewed	E3 ubiquitin-protein ligase HUWE1	Huwe1	Mus musculus (Mouse)	4378
A0A0G2JGL0	A0A0G2JGL0_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 D3	Ube2d3	Mus musculus (Mouse)	148
Q4JG03	Q4JG03_MOUSE	unreviewed	Mcl-1 ubiquitin ligase	Huwe1 Mule	Mus musculus (Mouse)	4378
Q3TL77	Q3TL77_MOUSE	unreviewed	Uncharacterized protein	Ube2k Hip2	Mus musculus (Mouse)	174
Q8R0U4	Q8R0U4_MOUSE	unreviewed	Ube3b protein (Fragment)	Ube3b	Mus musculus (Mouse)	399
Q8C5S2	Q8C5S2_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Hectd1	Mus musculus (Mouse)	308
A0A0U1RQ22	A0A0U1RQ22_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 S (Fragment)	Ube2s	Mus musculus (Mouse)	151
Q9QX59	Q9QX59_MOUSE	unreviewed	Ubc7p homolog	Ube2g2	Mus musculus (Mouse)	148
A0A087WP01	A0A087WP01_MOUSE	unreviewed	Cell division cycle 34B	Cdc34b Cdc34-ps	Mus musculus (Mouse)	233
A2AFH1	A2AFH1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2D N-terminal-like 1	Ube2dnl1 Ube2dnl	Mus musculus (Mouse)	155
Q9CT73	Q9CT73_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Wwp2	Mus musculus (Mouse)	108
Q3UK27	Q3UK27_MOUSE	unreviewed	NEDD8-activating enzyme E1 regulatory subunit	Nae1 Appbp1	Mus musculus (Mouse)	534
Q9CSE3	Q9CSE3_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Smurf2	Mus musculus (Mouse)	258
Q4QQN3	Q4QQN3_MOUSE	unreviewed	AU042671 protein (Fragment)	Hectd4 AU042671 Gm15800	Mus musculus (Mouse)	321
Q3TPQ9	Q3TPQ9_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Ube3a	Mus musculus (Mouse)	233
A0JNZ0	A0JNZ0_MOUSE	unreviewed	Nedd4 protein	Nedd4	Mus musculus (Mouse)	198
A0A087WNZ7	A0A087WNZ7_MOUSE	unreviewed	E3 ubiquitin-protein ligase TRIP12	Trip12	Mus musculus (Mouse)	1992
Q80YP1	Q80YP1_MOUSE	unreviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	516
D3YXD1	D3YXD1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 E2 (Fragment)	Ube2e2	Mus musculus (Mouse)	181
G3UXT9	G3UXT9_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp13	Mus musculus (Mouse)	534
A0A0J9YUY4	A0A0J9YUY4_MOUSE	unreviewed	Ubiquitin-protein ligase E3A (Fragment)	Ube3a	Mus musculus (Mouse)	192
D3YVU1	D3YVU1_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp16	Mus musculus (Mouse)	754
Q8BYX4	Q8BYX4_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Hectd4 AU042671 Gm15800	Mus musculus (Mouse)	827
Q8CBQ0	Q8CBQ0_MOUSE	unreviewed	Uncharacterized protein		Mus musculus (Mouse)	233
E9PXB7	E9PXB7_MOUSE	unreviewed	E3 ubiquitin-protein ligase NEDD4-like	Nedd4l	Mus musculus (Mouse)	976
A0A0G2JEN5	A0A0G2JEN5_MOUSE	unreviewed	E3 ubiquitin-protein ligase SMURF1 (Fragment)	Smurf1	Mus musculus (Mouse)	309
Q4FJY2	Q4FJY2_MOUSE	unreviewed	Ube2l6 protein	Ube2l6	Mus musculus (Mouse)	152
A0A1W2P8B1	A0A1W2P8B1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 R1 (Fragment)	Cdc34	Mus musculus (Mouse)	159
H9KV10	H9KV10_MOUSE	unreviewed	E3 ubiquitin-protein ligase HACE1 (Fragment)	Hace1	Mus musculus (Mouse)	300
H9KV09	H9KV09_MOUSE	unreviewed	E3 ubiquitin-protein ligase HACE1 (Fragment)	Hace1	Mus musculus (Mouse)	329
Q80UV2	Q80UV2_MOUSE	unreviewed	AU042671 protein	Hectd4 AU042671 Gm15800	Mus musculus (Mouse)	533
E9Q2E4	E9Q2E4_MOUSE	unreviewed	HECT domain E3 ubiquitin protein ligase 4	Hectd4	Mus musculus (Mouse)	4418
Q91Z48	Q91Z48_MOUSE	unreviewed	Hectd1 protein (Fragment)	Hectd1	Mus musculus (Mouse)	149
E9Q4K9	E9Q4K9_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Smurf1	Mus musculus (Mouse)	728
Q571M5	Q571M5_MOUSE	unreviewed	MKIAA4011 protein (Fragment)	Itch mKIAA4011	Mus musculus (Mouse)	876
Q3UWG7	Q3UWG7_MOUSE	unreviewed	Uncharacterized protein	Ube2g2	Mus musculus (Mouse)	303
A2A4Z0	A2A4Z0_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2C	Ube2c mCG_17518	Mus musculus (Mouse)	179
A6H6S0	A6H6S0_MOUSE	unreviewed	Hect domain and RLD 3 (Hect domain and RLD 3, isoform CRA_b)	Herc3 mCG_123509	Mus musculus (Mouse)	1050
Q5F239	Q5F239_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans), isoform CRA_a	Ube2g1 mCG_6661	Mus musculus (Mouse)	170
Q541Z5	Q541Z5_MOUSE	unreviewed	MCG10035	Ube2e1 mCG_10035	Mus musculus (Mouse)	193
B2RSC8	B2RSC8_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Nedd4 mCG_8038	Mus musculus (Mouse)	887
Q3U4W8	Q3U4W8_MOUSE	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	Usp5	Mus musculus (Mouse)	835
Q8C9A6	Q8C9A6_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp20	Mus musculus (Mouse)	210
